PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR,RESIGNED
10000153,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 10,SENIOR OFFICER,6,NATIONAL SERVICEMEN,SERVICE E,SERVICE C,SAVER-EOS,24.5,VOCATION 44,UNIT 295,2.0,10.0,11.5,University,Master,10.0,MASTER OF DEFENCE STUDIES,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,4.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,3.0,5.0,13.38,0.0,0.0,0.0,1
10000154,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,26.16666667,VOCATION 236,UNIT 413,2.0,16.0,18.0,Technical Education,ITE/Poly Certificate,5.0,ELECTRICAL FITTING AND INSTALLATION(DOMESTIC),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,4.0,38.99,0.0,4.928591493,7.169364635,0
10000158,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,14,MILITARY REGULARS,SERVICE B,SERVICE B,Full CPF (SAVER-EOS),24.91666667,VOCATION 76,UNIT 11,1.0,17.0,17.0,Diploma,Diploma,6.0,DIPLOMA IN SHIPBUILDING AND OFFSHORE ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,5.0,23.28,0.0,-18.36251171,4.980236266,0
10000159,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,31.41666667,VOCATION 16,UNIT 262,4.0,21.0,22.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,2.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,3.0,10.39,2.0,-14.90461995,7.442713846,0
10000160,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,2,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,23.25,VOCATION 78,UNIT 247,1.0,18.0,18.0,University,Pass Degree,8.0,BACHELOR OF SCIENCE,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,YES,YES,YES,2.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,3.0,5.0,6.12,0.0,0.0,0.0,1
10000161,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,32.91666667,VOCATION 12,UNIT 17,1.0,26.0,26.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,0.0,3.0,5.11,0.0,3.641133927,9.274734895,0
10000163,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,32.16666667,VOCATION 237,UNIT 335,4.0,19.0,19.0,Technical Education,ITE/Poly Certificate,5.0,STEELWORK,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,YES,NO,2.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,3.0,22.53,0.0,6.398062588999999,6.969961931,1
10000164,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 30,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,25.83333333,VOCATION 289,UNIT 419,1.0,13.0,13.0,Primary,PSLE/PSPE,2.0,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,0.0,3.0,21.02,0.0,0.0,0.0,1
10000166,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,31.41666667,VOCATION 12,UNIT 110,3.0,21.0,23.33333333,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,14.71,0.0,-16.66445593,7.089410942000001,0
10000168,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,32.75,VOCATION 31,UNIT 54,2.0,12.0,13.5,Technical Education,ITE/Poly Certificate,5.0,DIESEL MECHANICAL,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,NO,NO,NO,8.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,3.0,34.21,0.0,-7.052989299999999,7.6653502620000005,0
10000170,Male,Singapore,Singaporean,55,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,35.83333333,VOCATION 12,UNIT 111,3.0,19.0,21.33333333,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,1.0,17.23960153,0.0,-9.04337715,6.922416306000001,0
10000172,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 31,SENIOR WOSE,7,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,36.41666667,VOCATION 293,UNIT 283,1.0,25.0,25.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,17.23960153,0.0,-30.03273985,-23.35691192,0
10000173,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,35.33333333,VOCATION 12,UNIT 111,3.0,14.0,16.66666667,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,3.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,1.0,17.23960153,0.0,-6.95387262,11.07891743,0
10000175,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 22,MIDDLE ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,34.33333333,VOCATION 236,UNIT 274,2.0,16.0,17.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,1.0,17.23960153,0.0,0.0,0.0,1
10000178,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,25.16666667,VOCATION 12,UNIT 260,1.0,17.0,17.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,5.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,0.0,3.0,13.05,0.0,-10.22926488,9.240146699999999,0
10000182,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,6,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,24.91666667,VOCATION 137,UNIT 244,4.0,6.0,9.25,Pre University,GCE 'A' Level,6.0,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,2.0,5.0,15.62,0.0,-10.95978247,10.3682882,0
10000184,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 10,SENIOR OFFICER,0,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,23.66666667,VOCATION 203,UNIT 179,3.0,8.0,9.333333332999999,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,2.0,2.0,2.0,2.0,1.0,YES,NO,NO,2.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,2.0,3.0,24.74,0.0,-17.00731348,9.486072667,0
10000188,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 39,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,3.0,VOCATION 92,UNIT 228,0.0,0.0,0.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,5.88,0.0,-43.14612567,-19.67663259,1
10000190,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 5,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,22.33333333,VOCATION 70,UNIT 298,3.0,5.0,7.666666667,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,2.0,2.0,1.0,0.0,0.0,YES,YES,NO,3.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,4.0,15.32,0.0,-25.91953968,-22.44295316,0
10000192,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,22.66666667,VOCATION 154,UNIT 398,2.0,5.0,9.0,Diploma,Diploma,6.0,DIPLOMA IN BUSINESS STUDIES,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,4-ROOM,PUBLIC,4.0,NONE,NO,0.0,2.0,4.0,34.53,0.0,-6.644351134,6.7849184739999995,0
10000194,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,21.58333333,VOCATION 109,UNIT 229,1.0,13.0,13.0,Diploma,Diploma,6.0,DIPLOMA IN BUSINESS STUDIES,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,LANDED,PRIVATE,8.0,NONE,NO,0.0,2.0,5.0,18.88,0.0,-9.360754287999999,10.77470226,0
10000195,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 27,SENIOR ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,21.08333333,VOCATION 59,UNIT 294,2.0,2.0,7.0,University,Master,10.0,MASTER OF TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,YES,YES,4.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,3.0,5.0,22.47,0.0,-7.224066385,7.819540476,0
10000197,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,10,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,Full CPF (SAVER-EOS),25.58333333,VOCATION 252,UNIT 262,1.0,12.0,12.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,1.0,5.0,5.07,0.0,-21.04018519,4.980236266,1
10000198,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 27,SENIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,24.25,VOCATION 234,UNIT 318,3.0,4.0,11.66666667,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (UPPER)),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,3.0,4.0,23.03,0.0,-13.30455121,7.514052737999999,0
10000199,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 22,MIDDLE ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.16666667,VOCATION 12,UNIT 93,2.0,9.0,11.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,YES,YES,NO,1.0,5-ROOM,PUBLIC,5.0,3-ROOM,YES,2.0,0.0,3.0,11.76,0.0,-6.902783305,6.662677239,0
10000201,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,31.41666667,VOCATION 12,UNIT 115,2.0,17.0,18.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,2.0,EXECUTIVE,PUBLIC,6.0,4-ROOM,YES,2.0,1.0,4.0,17.23960153,0.0,-14.20267951,8.746690323,0
10000203,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 27,SENIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,28.16666667,VOCATION 234,UNIT 266,2.0,14.0,15.5,University,Honours Degree,9.0,BACHELOR OF ENGINEERING (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,1.0,3.0,17.23960153,0.0,-11.067592800000002,6.163962985,0
10000204,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 5,MIDDLE WOSE,12,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28.41666667,VOCATION 125,UNIT 391,2.0,13.0,15.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,4.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,5.0,19.19,0.0,-29.34118608,-24.48286225,0
10000205,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 2,MIDDLE WOSE,5,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,29.58333333,VOCATION 125,UNIT 229,1.0,21.0,21.0,Diploma,Diploma,6.0,SPECIALIST DIPLOMA IN LEARNING AND INSTRUCTION,YES,Diploma,SPECIALIST DIPLOMA IN LEARNING AND INSTRUCTION,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,3.0,5.0,9.32,0.0,-39.89772891,-23.0539012,0
10000206,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,8,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,23.66666667,VOCATION 127,UNIT 181,1.0,9.0,9.0,University,Pass Degree,8.0,BACHELOR OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,3.0,4.0,17.23960153,0.0,0.0,0.0,1
10000207,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 26,SENIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,25.41666667,VOCATION 11,UNIT 124,0.0,0.0,0.0,University,Honours Degree,9.0,BACHELOR OF SCIENCE WITH HONOURS UPPER SECOND CLASS IN ENGINEERING BUSINESS MANAGMENT,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,1.0,4.0,12.43,0.0,-18.54599662,1.076197053,0
10000208,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.16666667,VOCATION 12,UNIT 29,2.0,6.0,8.0,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,7.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,5.0,23.18,0.0,-17.18463339,9.837143476,0
10000209,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,17.75,VOCATION 12,UNIT 109,1.0,12.0,12.0,Diploma,Diploma,6.0,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,1.0,0.0,0.0,0.0,YES,YES,NO,3.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,4.0,20.34,0.0,-8.940841297999999,9.120177757999999,0
10000210,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 2,MIDDLE WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,27.41666667,VOCATION 114,UNIT 126,3.0,10.0,15.33333333,Diploma,Advanced Diploma,7.0,SPECIALIST ADVANCED DIPLOMA IN LEARNING AND INSTRUCTION,YES,Advanced Diploma,SPECIALIST ADVANCED DIPLOMA IN LEARNING AND INSTRUCTION,NO,NO,NO,1.0,1.0,1.0,1.0,1.0,NO,NO,NO,6.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,5.0,12.93,0.0,-30.53379256,-22.38418602,0
10000213,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 23,MIDDLE ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,34.58333333,VOCATION 12,UNIT 109,2.0,15.0,17.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,1.0,YES,YES,NO,3.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,3.0,27.55,0.0,-5.535998896000001,11.07888577,0
10000215,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 5,MIDDLE WOSE,13,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,34.08333333,VOCATION 264,UNIT 248,2.0,21.0,22.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,3.0,0.0,0.0,-30.13920442,-24.48286225,0
10000218,Male,Singapore,Singaporean,50,40 and Above,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,32.83333333,VOCATION 236,UNIT 265,2.0,20.0,20.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,3.0,EXECUTIVE,PUBLIC,6.0,NONE,NO,0.0,2.0,1.0,17.23960153,0.0,-5.201136655,7.463995669,0
10000221,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,30.16666667,VOCATION 59,UNIT 63,3.0,12.0,19.66666667,Technical Education,NTC2/NITEC,5.0,VEHICLE MECHANICS,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,0.0,3.0,2.38,0.0,-11.0517346,6.949196422000001,0
10000222,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,34.33333333,VOCATION 12,UNIT 109,4.0,10.0,13.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,1.0,23.76,0.0,0.616920635,6.95113582,0
10000223,Male,Malaysia,Singaporean,55,40 and Above,Marr.,RANK 22,MIDDLE ME,0,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,37.5,VOCATION 59,UNIT 136,1.0,31.0,31.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,3-ROOM,PUBLIC,3.0,NONE,NO,0.0,1.0,3.0,17.23960153,0.0,0.0,0.0,1
10000224,Male,China,Singaporean,55,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,37.5,VOCATION 236,UNIT 301,3.0,16.0,20.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONICS AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,2.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,1.0,1.0,16.72,0.0,-9.110408872999999,6.119505387,0
10000225,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 2,MIDDLE WOSE,6,MILITARY REGULARS,SERVICE D,SERVICE C,Premium Plan 2,32.75,VOCATION 4,UNIT 156,2.0,25.0,26.5,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,28.59,0.0,0.0,0.0,1
10000227,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,22.41666667,VOCATION 236,UNIT 405,2.0,12.0,14.0,Diploma,Diploma,6.0,DIPLOMA IN ELECTRONICS AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,1.0,14.89,0.0,-6.336644496,6.650758724,0
10000228,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,21.16666667,VOCATION 31,UNIT 52,1.0,8.0,8.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,YES,YES,YES,1.0,4-ROOM,PUBLIC,4.0,5-ROOM,YES,-1.0,2.0,4.0,14.17,0.0,-18.8616869,8.077936513,0
10000229,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 31,SENIOR WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,25.16666667,VOCATION 94,UNIT 183,2.0,15.0,16.0,Secondary,GCE 'O' Level,4.0,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,1.0,0.0,NO,NO,NO,2.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,5.0,15.14,0.0,-28.18927766,-21.8483984,0
10000230,Male,Singapore,Singaporean,40,36 to 40,Divorc,RANK 30,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE C,SERVICE C,Premium Plan 2,19.91666667,VOCATION 39,UNIT 186,1.0,13.0,13.0,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,1.0,1.0,1.0,0.0,0.0,NO,NO,NO,1.0,PRIVATE NON-LANDED,PRIVATE,7.0,NONE,NO,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1
10000231,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 18,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,19.0,VOCATION 253,UNIT 273,2.0,8.0,9.5,Diploma,Diploma,6.0,DIPLOMA IN BUILDING SERVICES ENGINEERING,NO,NONE,NONE,NO,NO,NO,1.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,1.0,3.0,21.72,0.0,-10.149782,10.33072814,0
10000232,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,22.16666667,VOCATION 59,UNIT 304,3.0,11.0,16.66666667,Secondary,GCE 'N' Level,3.0,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,NO,NO,NO,1.0,5-ROOM,PUBLIC,5.0,4-ROOM,YES,1.0,2.0,3.0,17.23960153,0.0,-11.12723784,7.535367925,0
10000233,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 12,MIDDLE OFFICER,7,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,19.25,VOCATION 109,UNIT 135,1.0,7.0,7.0,Diploma,Diploma,6.0,DIPLOMA IN CIVIL AND STRUCTURAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,YES,NO,NO,1.0,5-ROOM,PUBLIC,5.0,NONE,NO,0.0,2.0,4.0,21.29,0.0,-13.02169344,7.606751298,1
